group,candidate_a,candidate_b,mae_relative_difference,rmse_relative_difference,loss,semantic_evidence,eligible,rejection_reasons,preference_distance
direction_bias,sustained-peak-v1__direction_bias__negative__bias_rps--2-magnitude_rps-2,sustained-peak-v1__direction_bias__positive__bias_rps-2-magnitude_rps-2,0.0,0.0,0.0,"{""bias_a_rps"":-2.0,""bias_b_rps"":2.0}",False,"[""direction_gate""]",6
direction_bias,sustained-peak-v1__direction_bias__negative__bias_rps--2-magnitude_rps-2,sustained-peak-v1__direction_bias__positive__bias_rps-3-magnitude_rps-3,0.4,0.4,33.333333333333336,"{""bias_a_rps"":-2.0,""bias_b_rps"":3.0}",False,"[""mae_tolerance"",""rmse_tolerance"",""direction_gate""]",5
direction_bias,sustained-peak-v1__direction_bias__negative__bias_rps--2-magnitude_rps-2,sustained-peak-v1__direction_bias__positive__bias_rps-4-magnitude_rps-4,0.6666666666666666,0.6666666666666666,55.55555555555555,"{""bias_a_rps"":-2.0,""bias_b_rps"":4.0}",False,"[""mae_tolerance"",""rmse_tolerance"",""direction_gate""]",4
direction_bias,sustained-peak-v1__direction_bias__negative__bias_rps--2-magnitude_rps-2,sustained-peak-v1__direction_bias__positive__bias_rps-5-magnitude_rps-5,0.8571428571428571,0.8571428571428571,71.42857142857142,"{""bias_a_rps"":-2.0,""bias_b_rps"":5.0}",False,"[""mae_tolerance"",""rmse_tolerance"",""direction_gate""]",3
direction_bias,sustained-peak-v1__direction_bias__negative__bias_rps--3-magnitude_rps-3,sustained-peak-v1__direction_bias__positive__bias_rps-2-magnitude_rps-2,0.4,0.4,33.333333333333336,"{""bias_a_rps"":-3.0,""bias_b_rps"":2.0}",False,"[""mae_tolerance"",""rmse_tolerance"",""direction_gate""]",5
direction_bias,sustained-peak-v1__direction_bias__negative__bias_rps--3-magnitude_rps-3,sustained-peak-v1__direction_bias__positive__bias_rps-3-magnitude_rps-3,0.0,0.0,0.0,"{""bias_a_rps"":-3.0,""bias_b_rps"":3.0}",True,[],4
direction_bias,sustained-peak-v1__direction_bias__negative__bias_rps--3-magnitude_rps-3,sustained-peak-v1__direction_bias__positive__bias_rps-4-magnitude_rps-4,0.2857142857142857,0.2857142857142857,23.80952380952381,"{""bias_a_rps"":-3.0,""bias_b_rps"":4.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",3
direction_bias,sustained-peak-v1__direction_bias__negative__bias_rps--3-magnitude_rps-3,sustained-peak-v1__direction_bias__positive__bias_rps-5-magnitude_rps-5,0.5,0.5,41.66666666666667,"{""bias_a_rps"":-3.0,""bias_b_rps"":5.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",2
direction_bias,sustained-peak-v1__direction_bias__negative__bias_rps--4-magnitude_rps-4,sustained-peak-v1__direction_bias__positive__bias_rps-2-magnitude_rps-2,0.6666666666666666,0.6666666666666666,55.55555555555555,"{""bias_a_rps"":-4.0,""bias_b_rps"":2.0}",False,"[""mae_tolerance"",""rmse_tolerance"",""direction_gate""]",4
direction_bias,sustained-peak-v1__direction_bias__negative__bias_rps--4-magnitude_rps-4,sustained-peak-v1__direction_bias__positive__bias_rps-3-magnitude_rps-3,0.2857142857142857,0.2857142857142857,23.80952380952381,"{""bias_a_rps"":-4.0,""bias_b_rps"":3.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",3
direction_bias,sustained-peak-v1__direction_bias__negative__bias_rps--4-magnitude_rps-4,sustained-peak-v1__direction_bias__positive__bias_rps-4-magnitude_rps-4,0.0,0.0,0.0,"{""bias_a_rps"":-4.0,""bias_b_rps"":4.0}",True,[],2
direction_bias,sustained-peak-v1__direction_bias__negative__bias_rps--4-magnitude_rps-4,sustained-peak-v1__direction_bias__positive__bias_rps-5-magnitude_rps-5,0.2222222222222222,0.2222222222222222,18.51851851851852,"{""bias_a_rps"":-4.0,""bias_b_rps"":5.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",1
direction_bias,sustained-peak-v1__direction_bias__negative__bias_rps--5-magnitude_rps-5,sustained-peak-v1__direction_bias__positive__bias_rps-2-magnitude_rps-2,0.8571428571428571,0.8571428571428571,71.42857142857142,"{""bias_a_rps"":-5.0,""bias_b_rps"":2.0}",False,"[""mae_tolerance"",""rmse_tolerance"",""direction_gate""]",3
direction_bias,sustained-peak-v1__direction_bias__negative__bias_rps--5-magnitude_rps-5,sustained-peak-v1__direction_bias__positive__bias_rps-3-magnitude_rps-3,0.5,0.5,41.66666666666667,"{""bias_a_rps"":-5.0,""bias_b_rps"":3.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",2
direction_bias,sustained-peak-v1__direction_bias__negative__bias_rps--5-magnitude_rps-5,sustained-peak-v1__direction_bias__positive__bias_rps-4-magnitude_rps-4,0.2222222222222222,0.2222222222222222,18.51851851851852,"{""bias_a_rps"":-5.0,""bias_b_rps"":4.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",1
direction_bias,sustained-peak-v1__direction_bias__negative__bias_rps--5-magnitude_rps-5,sustained-peak-v1__direction_bias__positive__bias_rps-5-magnitude_rps-5,0.0,0.0,0.0,"{""bias_a_rps"":-5.0,""bias_b_rps"":5.0}",True,[],0
duration,sustained-peak-v1__duration__extended__duration_s-10,sustained-peak-v1__duration__shortened__duration_s-10,0.0,0.0,0.0,"{""duration_a_s"":10,""duration_b_s"":-10}",False,"[""duration_gate""]",40
duration,sustained-peak-v1__duration__extended__duration_s-10,sustained-peak-v1__duration__shortened__duration_s-20,0.6666666666666667,0.3431457505076199,44.77152501692066,"{""duration_a_s"":10,""duration_b_s"":-20}",False,"[""mae_tolerance"",""rmse_tolerance"",""duration_gate""]",30
duration,sustained-peak-v1__duration__extended__duration_s-10,sustained-peak-v1__duration__shortened__duration_s-30,0.9999999999999999,0.5358983848622454,67.86327949540816,"{""duration_a_s"":10,""duration_b_s"":-30}",False,"[""mae_tolerance"",""rmse_tolerance"",""duration_gate""]",20
duration,sustained-peak-v1__duration__extended__duration_s-10,sustained-peak-v1__duration__shortened__duration_s-45,1.2727272727272727,0.7184910359318372,87.58606483409154,"{""duration_a_s"":10,""duration_b_s"":-45}",False,"[""mae_tolerance"",""rmse_tolerance"",""duration_gate""]",35
duration,sustained-peak-v1__duration__extended__duration_s-10,sustained-peak-v1__duration__shortened__duration_s-60,1.4285714285714286,0.8404082057734578,99.44217828768669,"{""duration_a_s"":10,""duration_b_s"":-60}",False,"[""mae_tolerance"",""rmse_tolerance"",""duration_gate""]",50
duration,sustained-peak-v1__duration__extended__duration_s-20,sustained-peak-v1__duration__shortened__duration_s-10,0.6666666666666667,0.3431457505076199,44.77152501692066,"{""duration_a_s"":20,""duration_b_s"":-10}",False,"[""mae_tolerance"",""rmse_tolerance"",""duration_gate""]",30
duration,sustained-peak-v1__duration__extended__duration_s-20,sustained-peak-v1__duration__shortened__duration_s-20,0.0,0.0,0.0,"{""duration_a_s"":20,""duration_b_s"":-20}",True,[],20
duration,sustained-peak-v1__duration__extended__duration_s-20,sustained-peak-v1__duration__shortened__duration_s-30,0.39999999999999997,0.20204102886728756,26.734700962242915,"{""duration_a_s"":20,""duration_b_s"":-30}",False,"[""mae_tolerance"",""rmse_tolerance""]",10
duration,sustained-peak-v1__duration__extended__duration_s-20,sustained-peak-v1__duration__shortened__duration_s-45,0.7692307692307692,0.4,51.794871794871796,"{""duration_a_s"":20,""duration_b_s"":-45}",False,"[""mae_tolerance"",""rmse_tolerance""]",25
duration,sustained-peak-v1__duration__extended__duration_s-20,sustained-peak-v1__duration__shortened__duration_s-60,0.9999999999999999,0.5358983848622454,67.86327949540816,"{""duration_a_s"":20,""duration_b_s"":-60}",False,"[""mae_tolerance"",""rmse_tolerance""]",40
duration,sustained-peak-v1__duration__extended__duration_s-30,sustained-peak-v1__duration__shortened__duration_s-10,0.9999999999999999,0.5358983848622454,67.86327949540816,"{""duration_a_s"":30,""duration_b_s"":-10}",False,"[""mae_tolerance"",""rmse_tolerance"",""duration_gate""]",20
duration,sustained-peak-v1__duration__extended__duration_s-30,sustained-peak-v1__duration__shortened__duration_s-20,0.39999999999999997,0.20204102886728756,26.734700962242915,"{""duration_a_s"":30,""duration_b_s"":-20}",False,"[""mae_tolerance"",""rmse_tolerance""]",10
duration,sustained-peak-v1__duration__extended__duration_s-30,sustained-peak-v1__duration__shortened__duration_s-30,0.0,0.0,0.0,"{""duration_a_s"":30,""duration_b_s"":-30}",True,[],0
duration,sustained-peak-v1__duration__extended__duration_s-30,sustained-peak-v1__duration__shortened__duration_s-45,0.4000000000000001,0.20204102886728761,26.734700962242925,"{""duration_a_s"":30,""duration_b_s"":-45}",False,"[""mae_tolerance"",""rmse_tolerance""]",15
duration,sustained-peak-v1__duration__extended__duration_s-30,sustained-peak-v1__duration__shortened__duration_s-60,0.6666666666666666,0.3431457505076198,44.771525016920656,"{""duration_a_s"":30,""duration_b_s"":-60}",False,"[""mae_tolerance"",""rmse_tolerance""]",30
duration,sustained-peak-v1__duration__extended__duration_s-45,sustained-peak-v1__duration__shortened__duration_s-10,1.2727272727272727,0.7184910359318372,87.58606483409154,"{""duration_a_s"":45,""duration_b_s"":-10}",False,"[""mae_tolerance"",""rmse_tolerance"",""duration_gate""]",35
duration,sustained-peak-v1__duration__extended__duration_s-45,sustained-peak-v1__duration__shortened__duration_s-20,0.7692307692307692,0.4,51.794871794871796,"{""duration_a_s"":45,""duration_b_s"":-20}",False,"[""mae_tolerance"",""rmse_tolerance""]",25
duration,sustained-peak-v1__duration__extended__duration_s-45,sustained-peak-v1__duration__shortened__duration_s-30,0.4000000000000001,0.20204102886728761,26.734700962242925,"{""duration_a_s"":45,""duration_b_s"":-30}",False,"[""mae_tolerance"",""rmse_tolerance""]",15
duration,sustained-peak-v1__duration__extended__duration_s-45,sustained-peak-v1__duration__shortened__duration_s-45,0.0,0.0,0.0,"{""duration_a_s"":45,""duration_b_s"":-45}",True,[],30
duration,sustained-peak-v1__duration__extended__duration_s-45,sustained-peak-v1__duration__shortened__duration_s-60,0.2857142857142857,0.14359353944898165,19.07216560068034,"{""duration_a_s"":45,""duration_b_s"":-60}",False,"[""mae_tolerance"",""rmse_tolerance""]",45
duration,sustained-peak-v1__duration__extended__duration_s-60,sustained-peak-v1__duration__shortened__duration_s-10,1.4285714285714286,0.8404082057734578,99.44217828768669,"{""duration_a_s"":60,""duration_b_s"":-10}",False,"[""mae_tolerance"",""rmse_tolerance"",""duration_gate""]",50
duration,sustained-peak-v1__duration__extended__duration_s-60,sustained-peak-v1__duration__shortened__duration_s-20,0.9999999999999999,0.5358983848622454,67.86327949540816,"{""duration_a_s"":60,""duration_b_s"":-20}",False,"[""mae_tolerance"",""rmse_tolerance""]",40
duration,sustained-peak-v1__duration__extended__duration_s-60,sustained-peak-v1__duration__shortened__duration_s-30,0.6666666666666666,0.3431457505076198,44.771525016920656,"{""duration_a_s"":60,""duration_b_s"":-30}",False,"[""mae_tolerance"",""rmse_tolerance""]",30
duration,sustained-peak-v1__duration__extended__duration_s-60,sustained-peak-v1__duration__shortened__duration_s-45,0.2857142857142857,0.14359353944898165,19.07216560068034,"{""duration_a_s"":60,""duration_b_s"":-45}",False,"[""mae_tolerance"",""rmse_tolerance""]",45
duration,sustained-peak-v1__duration__extended__duration_s-60,sustained-peak-v1__duration__shortened__duration_s-60,0.0,0.0,0.0,"{""duration_a_s"":60,""duration_b_s"":-60}",True,[],60
event_presence,narrow-spike-v1__event_presence__false__duration_s-20-magnitude_rps-25-peak_rps-50,narrow-spike-v1__event_presence__missed__duration_s-30-magnitude_rps-35,0.7096774193548387,0.5265096495912892,53.03419262078491,"{""side_a"":""false"",""side_b"":""missed"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",20
event_presence,narrow-spike-v1__event_presence__false__duration_s-20-magnitude_rps-30-peak_rps-55,narrow-spike-v1__event_presence__missed__duration_s-30-magnitude_rps-35,0.5454545454545454,0.3531429761656811,39.044159811583306,"{""side_a"":""false"",""side_b"":""missed"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",15
event_presence,narrow-spike-v1__event_presence__false__duration_s-20-magnitude_rps-35-peak_rps-60,narrow-spike-v1__event_presence__missed__duration_s-30-magnitude_rps-35,0.39999999999999997,0.2020410288672877,26.73470096224292,"{""side_a"":""false"",""side_b"":""missed"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",10
event_presence,narrow-spike-v1__event_presence__false__duration_s-30-magnitude_rps-25-peak_rps-50,narrow-spike-v1__event_presence__missed__duration_s-30-magnitude_rps-35,0.3333333333333332,0.33333333333333326,27.77777777777777,"{""side_a"":""false"",""side_b"":""missed"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",10
event_presence,narrow-spike-v1__event_presence__false__duration_s-30-magnitude_rps-30-peak_rps-55,narrow-spike-v1__event_presence__missed__duration_s-30-magnitude_rps-35,0.1538461538461538,0.15384615384615388,12.82051282051282,"{""side_a"":""false"",""side_b"":""missed"",""support_jaccard"":0.0}",False,"[""mae_tolerance"",""rmse_tolerance""]",5
