trace_id,condition,issued_offset_ms,target_offset_ms,horizon_ms,predicted_rps,mutation_id,pair_manifest_id
narrow-spike-v1,late_event,0,6000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,1000,7000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,2000,8000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,3000,9000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,4000,10000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,5000,11000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,6000,12000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,7000,13000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,8000,14000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,9000,15000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,10000,16000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,11000,17000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,12000,18000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,13000,19000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,14000,20000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,15000,21000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,16000,22000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,17000,23000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,18000,24000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,19000,25000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,20000,26000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,21000,27000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,22000,28000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,23000,29000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,24000,30000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,25000,31000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,26000,32000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,27000,33000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,28000,34000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,29000,35000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,30000,36000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,31000,37000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,32000,38000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,33000,39000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,34000,40000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,35000,41000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,36000,42000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,37000,43000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,38000,44000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,39000,45000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,40000,46000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,41000,47000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,42000,48000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,43000,49000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,44000,50000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,45000,51000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,46000,52000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,47000,53000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,48000,54000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,49000,55000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,50000,56000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,51000,57000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,52000,58000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,53000,59000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,54000,60000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,55000,61000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,56000,62000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,57000,63000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,58000,64000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,59000,65000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,60000,66000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,61000,67000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,62000,68000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,63000,69000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,64000,70000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,65000,71000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,66000,72000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
narrow-spike-v1,late_event,67000,73000,6000,25.000000,narrow-spike-v1__timing_spike__late__shift_s-20,step12-candidate-grid-v1.0.0
