trace_id,condition,issued_offset_ms,target_offset_ms,horizon_ms,predicted_rps,mutation_id,pair_manifest_id
periodic-triangle-v1,early_event,0,6000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,1000,7000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,2000,8000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,3000,9000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,4000,10000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,5000,11000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,6000,12000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,7000,13000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,8000,14000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,9000,15000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,10000,16000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,11000,17000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,12000,18000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,13000,19000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,14000,20000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,15000,21000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,16000,22000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,17000,23000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,18000,24000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,19000,25000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,20000,26000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,21000,27000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,22000,28000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,23000,29000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,24000,30000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,25000,31000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,26000,32000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,27000,33000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,28000,34000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,29000,35000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,30000,36000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,31000,37000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,32000,38000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,33000,39000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,34000,40000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,35000,41000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,36000,42000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,37000,43000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,38000,44000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,39000,45000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,40000,46000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,41000,47000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,42000,48000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,43000,49000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,44000,50000,6000,25.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,45000,51000,6000,25.583333,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,46000,52000,6000,26.166667,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,47000,53000,6000,26.750000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,48000,54000,6000,27.333333,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,49000,55000,6000,27.916667,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,50000,56000,6000,28.500000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,51000,57000,6000,29.083333,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,52000,58000,6000,29.666667,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,53000,59000,6000,30.250000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,54000,60000,6000,30.833333,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,55000,61000,6000,31.416667,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,56000,62000,6000,32.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,57000,63000,6000,32.583333,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,58000,64000,6000,33.166667,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,59000,65000,6000,33.750000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,60000,66000,6000,34.333333,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,61000,67000,6000,34.916667,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,62000,68000,6000,35.500000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,63000,69000,6000,36.083333,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,64000,70000,6000,36.666667,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,65000,71000,6000,37.250000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,66000,72000,6000,37.833333,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,67000,73000,6000,38.416667,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,68000,74000,6000,39.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,69000,75000,6000,39.583333,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,70000,76000,6000,40.166667,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,71000,77000,6000,40.750000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,72000,78000,6000,41.333333,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,73000,79000,6000,41.916667,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,74000,80000,6000,42.500000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,75000,81000,6000,43.083333,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,76000,82000,6000,43.666667,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,77000,83000,6000,44.250000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,78000,84000,6000,44.833333,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,79000,85000,6000,45.416667,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,80000,86000,6000,46.000000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,81000,87000,6000,46.583333,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,82000,88000,6000,47.166667,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,83000,89000,6000,47.750000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,84000,90000,6000,48.333333,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,85000,91000,6000,48.916667,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,86000,92000,6000,49.500000,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
periodic-triangle-v1,early_event,87000,93000,6000,50.083333,periodic-triangle-v1__timing_periodic__early__shift_s--10,step12-candidate-grid-v1.0.0
